participantID,comp_Q1,comp_Q2,comp_Q8,comp_Q9,comp_Q11,comp_Q13,comp_Q16,comp_Q17,comp_Q18,comp_Q19,comp_Q23,comp_Q25,comp_Q3,comp_Q4,comp_Q5,comp_Q6,comp_Q10,comp_Q12,comp_Q14,comp_Q15,comp_Q20,comp_Q22,comp_Q24,comp_Q26,comp_raw,comp_prop,specific_prop,general_prop,catch_prop,tran_Q1,tran_Q2,tran_Q3,tran_Q4,tran_Q5,tran_Q6,tran_Q7,tran_Q8,tran_Q9,tran_Q10,tran_Q11,tran_Q12,tran_Q13,tran_raw,tran_raw_all,tran_raw_10,tran_prop,tran_prop_all,tran_prop_10,read_story,read_enjoy,wcg_strategy,wcg1_sound_meaning,wcg2_sound_meaning,tom_explanation,guess_experiment,wcg_diff_general,linger_rating,volition,volition_explanation,linger_rating_start,linger_rating_end,wcg_diff_emotion,wcg_diff_topics,wcg_diff_ease,wcg_diff_tired,wcg_diff_bored,wcg_diff_thoughts,wcg_diff_explanation,demographics_country,demographics_currenttime,demographics_age,demographics_gender,demographics_hand,demographics_nativelang,demographics_nativelang_text,demographics_fluency,demographics_fluency_text,demographics_race,demographics_attncheck,demographics_hispanic,demographics_education,demographics_reading,content_attention,content_attention_text,clarity_rating,clarity_explanation,open_box,exp_time_away,consent_stage_start,content_warning_stage_start,free_association_post_stage_start,free_association_pre_stage_start,fullscreen_stage_start,general_instructions_stage_start,initializing_stage_start,interference_tom_testing_stage_start,interference_tom_training_stage_start,questionnaire_comprehension_stage_start,questionnaire_demographics_stage_start,questionnaire_experience_stage_start,questionnaire_open_stage_start,questionnaire_transportation_stage_start,reading_stage_start,welcome_stage_start,consent_stage_end,content_warning_stage_end,free_association_post_stage_end,free_association_pre_stage_end,fullscreen_stage_end,general_instructions_stage_end,initializing_stage_end,interference_tom_testing_stage_end,interference_tom_training_stage_end,questionnaire_comprehension_stage_end,questionnaire_demographics_stage_end,questionnaire_experience_stage_end,questionnaire_open_stage_end,questionnaire_transportation_stage_end,reading_stage_end,welcome_stage_end,consent_time,content_warning_time,free_association_post_time,free_association_pre_time,fullscreen_time,general_instructions_time,initializing_time,interference_tom_testing_time,interference_tom_training_time,questionnaire_comprehension_time,questionnaire_demographics_time,questionnaire_experience_time,questionnaire_open_time,questionnaire_transportation_time,reading_time,welcome_time,free_association_post_task_start,free_association_pre_task_start,interference_tom_testing0_task_start,interference_tom_training0_task_start,interference_tom_training1_task_start,interference_tom_training2_task_start,interference_tom_training3_task_start,interference_tom_training4_task_start,interference_tom_training5_task_start,reading_task_start,free_association_post_task_end,free_association_pre_task_end,interference_tom_testing0_task_end,interference_tom_training0_task_end,interference_tom_training1_task_end,interference_tom_training2_task_end,interference_tom_training3_task_end,interference_tom_training4_task_end,interference_tom_training5_task_end,reading_task_end,spr_time,spr/char,spr-wcg-break,rt_max,rt_max_post,rt_mean,time_away_consent,time_away_content_warning,time_away_free_association_post,time_away_free_association_pre,time_away_fullscreen,time_away_general_instructions,time_away_initializing,time_away_interference_tom_testing,time_away_interference_tom_training,time_away_questionnaire_comprehension,time_away_questionnaire_demographics,time_away_questionnaire_experience,time_away_questionnaire_open,time_away_questionnaire_transportation,time_away_reading,time_away_welcome,attncheck,focusevents,spr_max,mean_sr_post,mean_sr_pre,mean_rt_post,mean_rt_pre,mean_sr_30s_post,mean_sr_30s_pre,mean_rt_30s_post,mean_rt_30s_pre,interference_correct,question_index
2042,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,20.0,0.8333333333333334,0.75,0.9166666666666666,1.0,6.0,1.0,6.0,7.0,3.0,7.0,5.0,1.0,1.0,2.0,1.0,5.0,6.0,48.0,51.0,37.0,0.5714285714285714,0.5604395604395604,0.5285714285714286,N,5.0,I started looking at a random letter on my keyboard and then writing a word based on that letter. ,meaning,none,It caught me off guard and i dont even know if i got the answer right,How well you can pay attention after being engrossed in a story,A lot of the words the second time were words from the story. At first they were more random,6.0,unintentional,"when i was playing the word game, I was thinking about what i saw in my minds eye when reading the story. ",6.0,2.0,5.0,6.0,6.0,4.0,5.0,3.0,I felt like I had more in my head the second time around. nut i also felt more bored,USA,10:16,25-29,M,Right,Y,,Y,,White,1,N,4,6,N,,7.0,,,0.0,1713113498850.0,1713113494261.0,1713114294863.0,1713113585601.0,1713113516323.0,1713113523467.0,1713113492803.0,1713114268860.0,1713113535804.0,1713114547100.0,1713114963027.0,1713114725429.0,1713115008149.0,1713114490612.0,1713113781947.0,1713113492945.0,1713113516323.0,1713113498849.0,1713114490611.0,1713113781946.0,1713113523467.0,1713113535804.0,1713113492945.0,1713114294863.0,1713113585601.0,1713114725428.0,1713115008149.0,1713114963026.0,1713115018724.0,1713114547099.0,1713114268859.0,1713113494260.0,17473.0,4588.0,195748.0,196345.0,7144.0,12337.0,142.0,26003.0,49797.0,178328.0,45122.0,237597.0,10575.0,56487.0,486912.0,1315.0,1713114308661.0,1713113599592.0,1713114268860.0,1713113557489.0,,,,,,1713113797176.0,1713114490611.0,1713113781946.0,1713114294862.0,1713113583491.0,,,,,,1713114268859.0,471683.0,0.8326368390005068,39802.0,33848.0,33848.0,4578.917976115651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,9515.0,3.9011509790165917,2.6176128043042146,4917.324324324324,4240.511627906977,4.042857142857143,3.707772530499803,4022.0,2300.5,False,7.0
2043,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,24.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,7.0,3.0,7.0,5.0,5.0,1.0,1.0,1.0,6.0,6.0,52.0,55.0,40.0,0.6190476190476191,0.6043956043956044,0.5714285714285714,N,6.0,The first word was something in front of me. The next word starts with the last letter of the preceding word.,none,none,The purple passage was easy to remember. Each question about the story made me remember each part distinctively.,Memory retention and ability to think on our feet,Not much differences,5.0,unintentional,I just kept getting flashes of the story. And I wondered what happened to Claire after the encounter with the stranger.,7.0,3.0,7.0,5.0,3.0,7.0,7.0,4.0,Definitely felt tired and more drained emotionally. I am using my standing desk and was standing throughout but eventually had to sit down.,USA,18:52,30-34,F,Right,Y,,Y,,Asian,1,N,5,3,N,,7.0,,,19640.0,1712786230276.0,1712786226313.0,1712788756469.0,1712787756829.0,1712786244994.0,1712786251972.0,1712786224818.0,1712788730457.0,1712787698513.0,1712789027868.0,1712789522253.0,1712789185529.0,1712789569654.0,1712788969090.0,1712787975450.0,1712786224899.0,1712786244993.0,1712786230275.0,1712788969089.0,1712787975449.0,1712786251972.0,1712787698513.0,1712786224899.0,1712788756467.0,1712787756828.0,1712789185527.0,1712789569652.0,1712789522250.0,1712789577538.0,1712789027866.0,1712788730456.0,1712786226313.0,14717.0,3962.0,212620.0,218620.0,6978.0,1446541.0,81.0,26010.0,58315.0,157659.0,47399.0,336721.0,7884.0,58776.0,755006.0,1414.0,1712788785757.0,1712787794234.0,1712788730457.0,1712787725556.0,,,,,,1712787993051.0,1712788969089.0,1712787975449.0,1712788756466.0,1712787751569.0,,,,,,1712788730456.0,737405.0,0.782242588049863,55301.0,56922.0,20941.0,7898.020833333333,0.0,0.0,0.0,19640.0,0.0,19470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,17768.0,2.6054206662902315,2.5279545454545453,5728.875,10067.166666666666,2.375,,3698.75,,True,0.0
2044,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,7.0,0.2916666666666667,0.3333333333333333,0.25,0.5,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,81.0,88.0,67.0,0.9642857142857143,0.967032967032967,0.9571428571428572,N,7.0,"No specific strategy, the word kept coming .",sound,equal,It was a bit boring reading the story. The whole story should have been on one page not a line in a single page.,memory detection ,N/A,5.0,intentional,I reflected intentionally on the story. ,7.0,7.0,7.0,7.0,7.0,3.0,5.0,4.0,"I had a great time working on this project, it was amazing",USA,10:55,60-64,F,Right,Y,,Y,,Black,1,N,2,6,N,,7.0,,The study was great.,112906.0,1713192857771.0,1713192844895.0,1713194559197.0,1713193162515.0,1713192875981.0,1713192908338.0,1713192831382.0,1713194533185.0,1713192908338.0,1713195595260.0,1713196462169.0,1713196044091.0,1713196639422.0,1713195438265.0,1713193372290.0,1713192831553.0,1713192875980.0,1713192857770.0,1713195438259.0,1713193372287.0,1713192908336.0,1713192908338.0,1713192831551.0,1713194559196.0,1713193162514.0,1713196044089.0,1713196639419.0,1713196462162.0,1713196693746.0,1713195595249.0,1713194533182.0,1713192844891.0,18209.0,12875.0,879062.0,209772.0,32355.0,0.0,169.0,26011.0,254176.0,448829.0,177250.0,418071.0,54324.0,156984.0,1160892.0,13338.0,1713195257165.0,1713193184653.0,1713194533185.0,1713193001542.0,1713193062999.0,1713193092794.0,1713193129571.0,,,1713193387011.0,1713195438259.0,1713193372286.0,1713194559196.0,1713193027564.0,1713193089001.0,1713193118819.0,1713193155591.0,,,1713194533182.0,1146171.0,0.1682305947020055,723983.0,25522.0,25522.0,6740.63810741688,0.0,0.0,112906.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,473022.0,2.303125,2.581867375049193,5325.058823529412,8156.217391304348,2.466666666666667,1.525,4565.333333333333,7409.5,False,7.0
2045,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,23.0,0.9583333333333334,0.9166666666666666,1.0,1.0,7.0,1.0,3.0,7.0,1.0,7.0,6.0,7.0,1.0,1.0,1.0,6.0,6.0,53.0,54.0,41.0,0.6309523809523809,0.5934065934065934,0.5857142857142857,N,7.0,"During the first round, I looked around the room. In the second, I mostly used my imagination. ",equal,meaning,The second passage was confusing. ,I'm not sure. ,"After reading the story, I feel like I used my imagination more. ",7.0,unintentional,"While the story was on my mind, I'm not entirely sure how many words I used from the story. ",6.0,5.0,7.0,7.0,7.0,1.0,3.0,6.0,"More thinking with my imagination, visually. I was seeing scenes. ",USA,14:48,35-39,F,Left,Y,,Y,,White,1,N,4,8,N,,7.0,,,71327.0,1712866635336.0,1712866627844.0,1712867732727.0,1712866741617.0,1712866656993.0,1712866666314.0,1712866622729.0,1712867706715.0,1712866682132.0,1712868026483.0,1712868507516.0,1712868208819.0,1712868569905.0,1712867960374.0,1712866950353.0,1712866622961.0,1712866656991.0,1712866635334.0,1712867960361.0,1712866950352.0,1712866666312.0,1712866682130.0,1712866622960.0,1712867732726.0,1712866741616.0,1712868208815.0,1712868569902.0,1712868507500.0,1712868581198.0,1712868026466.0,1712867706713.0,1712866627842.0,21655.0,7490.0,227634.0,208735.0,9319.0,15816.0,231.0,26011.0,59484.0,182332.0,62386.0,298681.0,11293.0,66092.0,756360.0,4881.0,1712867743563.0,1712866770076.0,1712867706715.0,1712866712241.0,,,,,,1712866975792.0,1712867960360.0,1712866950352.0,1712867732726.0,1712866738258.0,,,,,,1712867706713.0,730921.0,0.7470478158265378,36850.0,101810.0,101810.0,4170.57709797437,0.0,0.0,71327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,12454.0,2.7183261183261185,2.5749695366362033,5286.5609756097565,3054.593220338983,2.3071969696969696,2.5613636363636365,2186.0,2656.4545454545455,False,0.0
2046,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,22.0,0.9166666666666666,1.0,0.8333333333333334,1.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,38.0,43.0,33.0,0.4523809523809524,0.4725274725274725,0.4714285714285714,N,4.0,I didn't have any strategies.,none,none,It was fine.,I'm not sure. Maybe reading comprehension?,It was the same honestly.,2.0,neither,It didn't really seem to effect me much.,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,Nothing really changed.,USA,10:21,35-39,M,Right,Y,,Y,,White,1,N,1,2,N,,6.0,,,0.0,1713113804973.0,1713113798382.0,1713114722031.0,1713113895980.0,1713113819433.0,1713113829340.0,1713113654363.0,1713114696019.0,1713113839280.0,1713114957086.0,1713115299688.0,1713115153267.0,1713115397797.0,1713114917409.0,1713114090787.0,1713113655422.0,1713113819432.0,1713113804972.0,1713114917406.0,1713114090786.0,1713113829339.0,1713113839279.0,1713113655421.0,1713114722029.0,1713113895979.0,1713115153265.0,1713115397795.0,1713115299684.0,1713115408026.0,1713114957083.0,1713114696017.0,1713113798381.0,14459.0,6590.0,195375.0,194806.0,9906.0,9939.0,1058.0,26010.0,56699.0,196179.0,98107.0,146417.0,10229.0,39674.0,605230.0,142959.0,1713114735018.0,1713113909500.0,1713114696019.0,1713113865707.0,,,,,,1713114098134.0,1713114917406.0,1713114090785.0,1713114722028.0,1713113891724.0,,,,,,1713114696017.0,597883.0,0.8687883744264745,39001.0,9202.0,9202.0,2727.7066666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,7966.0,1.4833333333333334,1.831502437225596,3038.9333333333334,2416.48,1.64,2.689709988079553,2208.4615384615386,2218.076923076923,True,0.0
2047,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,22.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,1.0,7.0,1.0,7.0,7.0,1.0,7.0,7.0,7.0,1.0,1.0,1.0,5.0,7.0,58.0,59.0,46.0,0.6904761904761905,0.6483516483516484,0.6571428571428571,N,5.0,"The first time, I tried to type associations to the previous word. The second time, I typed associations, but I also typed associations from the story.",meaning,meaning,I kept thinking I was going to forget details since only one sentence at a time was on the screen. I thought I was going to miss a lot of questions because I wouldn't remember the right details because there were a lot of sentences. ,Maybe it's trying to assess whether people chunk information (sets of sentences) when reading a story or whether they will remember certain details even when presented with overwhelming information in a short amount of time.,"Before reading the story, I typed free associations to previous words. After reading the story, I typed about half free associations to previous words and half associations related to the story that I was presented with.",7.0,both,"At first, I wasn't thinking about the story when coming up with associations. Then, as the word chain activity continued, the story came into my mind unintentionally. Then, I was intentionally focusing on the story I read. Finally, I ended with free associations again.",5.0,7.0,5.0,7.0,7.0,1.0,1.0,1.0,"After reading the story, I noticed that I tended to focus on the overall plot of the story using specific words like boy, murder, river, water, etc. I found that it was easier to come up with words when associating related to the story than when free associating. After reading the story,  I felt a little more negative and so tried to do more positive associations.",USA,15:26,45-49,F,Left,Y,,Y,,MORE,1,N,2,8,N,,7.0,,None,0.0,1712859797813.0,1712859794622.0,1712862116496.0,1712860416220.0,1712859972958.0,1712860012301.0,1712859791469.0,1712862090470.0,1712860344396.0,1712862381477.0,1712863598756.0,1712862937700.0,1712863645196.0,1712862337686.0,1712860685062.0,1712859792320.0,1712859972956.0,1712859797810.0,1712862337665.0,1712860685047.0,1712860012299.0,1712860344394.0,1712859792313.0,1712862116496.0,1712860416219.0,1712862937697.0,1712863645193.0,1712863598535.0,1712863656136.0,1712862381458.0,1712862090465.0,1712859794620.0,175143.0,3188.0,221169.0,268827.0,39341.0,332093.0,844.0,26026.0,71823.0,556220.0,46437.0,660835.0,10940.0,43772.0,1405403.0,2300.0,1712862153585.0,1712860501749.0,1712862090470.0,1712860387631.0,,,,,,1712860984547.0,1712862337665.0,1712860685047.0,1712862116495.0,1712860413643.0,,,,,,1712862090465.0,1105918.0,0.7020217393912972,63120.0,16788.0,16788.0,4913.621428571429,1301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,112759.0,3.3301287076095263,2.683291153291153,5252.142857142857,4575.1,2.8654545454545457,2.6691558441558443,5575.4,3685.375,False,7.0
2048,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,24.0,1.0,1.0,1.0,1.0,7.0,2.0,6.0,7.0,3.0,7.0,4.0,7.0,2.0,3.0,3.0,6.0,6.0,60.0,63.0,48.0,0.7142857142857143,0.6923076923076923,0.6857142857142857,N,7.0,Picking a random topic and finding words associated to it,none,sound,They weren't as compelling as the other tests,I have no idea,I enjoyed the story bits and words a lot,7.0,intentional,I felt the need to pay attention to detail and not just read as it pops up,6.0,7.0,4.0,5.0,6.0,3.0,4.0,4.0,I enjoyed partaking in this study. It was like a rollercoaster ride,USA,16:48,20-24,F,Right,Y,,Y,,Black,1,N,4,10,Y,Tending to my daughter,6.0,,,0.0,1712865097108.0,1712865090489.0,1712867495658.0,1712865340323.0,1712865110009.0,1712865119590.0,1712865081971.0,1712867469647.0,1712865144137.0,1712867772476.0,1712868460997.0,1712868024624.0,1712868567150.0,1712867687196.0,1712865548303.0,1712865083649.0,1712865110006.0,1712865097106.0,1712867687193.0,1712865548302.0,1712865119589.0,1712865144135.0,1712865083648.0,1712867495656.0,1712865340322.0,1712868024620.0,1712868567143.0,1712868460990.0,1712868603875.0,1712867772471.0,1712867469645.0,1712865090486.0,12898.0,6617.0,191535.0,207979.0,9580.0,24545.0,1677.0,26009.0,196185.0,252144.0,106146.0,436366.0,36725.0,85275.0,1921342.0,6837.0,1712867505003.0,1712865366244.0,1712867469647.0,1712865187593.0,1712865216973.0,,,,,1712865562783.0,1712867687193.0,1712865548301.0,1712867495656.0,1712865213604.0,1712865242977.0,,,,,1712867469645.0,1906862.0,0.6066768971005315,35358.0,11938.0,11938.0,3086.127118644068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,561450.0,2.3456468368233074,2.686495078420544,3087.322033898305,3084.9322033898306,3.1472727272727274,3.2933375501310285,2643.6363636363635,3266.6666666666665,True,7.0
2049,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,21.0,0.875,0.9166666666666666,0.8333333333333334,1.0,6.0,1.0,5.0,7.0,3.0,6.0,3.0,6.0,2.0,3.0,1.0,5.0,5.0,50.0,53.0,40.0,0.5952380952380952,0.5824175824175825,0.5714285714285714,N,7.0,"I didn't use any. I just typed what came to mind. Sometimes it was things I saw in the room, sometimes it was random associations. For instance, in the second one, I was thinking heavily about water and wooded type areas due to the imagery from the story i had just read. I dont believe i used either strategy mentioned below unless I just didnt realize it",none,none,"I thought I did okay with the purple passages. I felt it kind of hard to answer though, as it almost felt like a trick question for some reason lol","Possibly how well someone can remember things based on what they had been doing before (tasks, reading, etc). Or possibly if word associations are affected by the story ","The main difference is that I had more on my mind to go off of for the words, so it felt a little easier to come up with the words",7.0,both,"At first, it was unintentionally lingering but then I used the imagery I was remembering from reading the story to help me come up with more words",7.0,4.0,4.0,6.0,7.0,1.0,5.0,3.0,"Mainly it was just easier for me to come up with words because i was thinking about the story. My emotions were also a bit different. I didnt feel as ""bored"" or ""strained"" coming up with words the second time",USA,10:27,25-29,F,Right,Y,,Y,,White,1,N,3,8,N,,7.0,,This was an enjoyable study. I really liked the story you had me read!! Thanks! :),0.0,1713193060287.0,1713193054761.0,1713194060404.0,1713193296339.0,1713193107108.0,1713193116273.0,1713193052902.0,1713194034385.0,1713193241526.0,1713194311396.0,1713194827147.0,1713194497583.0,1713194872879.0,1713194268546.0,1713193492595.0,1713193053101.0,1713193107106.0,1713193060284.0,1713194268544.0,1713193492594.0,1713193116272.0,1713193241525.0,1713193053101.0,1713194060404.0,1713193296339.0,1713194497581.0,1713194872877.0,1713194827107.0,1713194911104.0,1713194311394.0,1713194034382.0,1713193054759.0,46819.0,5523.0,208140.0,196255.0,9164.0,125252.0,199.0,26019.0,54813.0,186185.0,45730.0,329524.0,38225.0,42848.0,541787.0,1658.0,1713194079636.0,1713193312576.0,1713194034385.0,1713193267667.0,,,,,,1713193504423.0,1713194268544.0,1713193492594.0,1713194060404.0,1713193293681.0,,,,,,1713194034382.0,529959.0,0.7763351682016851,45254.0,12611.0,10902.0,3059.5918956043956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,14842.0,2.640458573053852,2.2235511700909627,2905.523076923077,3213.660714285714,3.0400992847731976,2.7256576756576756,1739.4117647058824,2083.214285714286,True,7.0
2050,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,23.0,0.9583333333333334,1.0,0.9166666666666666,1.0,7.0,1.0,7.0,7.0,2.0,7.0,5.0,5.0,1.0,1.0,1.0,6.0,7.0,55.0,57.0,42.0,0.6547619047619048,0.6263736263736264,0.6,N,7.0,word association and let my mind wander. If I became stuck I thought about what I was feeling in that moment. and used a word to start again. ,meaning,meaning,I had to switch my brain over. Clear out the story to focus on the purple passage and it took me a few seconds to do that. ,Mental focus and memory.,I think my word association was a  little sadder and more negative after reading the story. ,6.0,unintentional,My word association was sad after reading the story. Things that are sad to me came up in my mind.,6.0,3.0,5.0,6.0,6.0,6.0,2.0,4.0,Definitely felt my mood shift after reading the passage. Im just starting my day so my first set of words were happy words full of hope and my second set of words were much more negative and sad.,USA,08:33,50-54,F,Right,Y,,Y,,White,1,N,4,7,N,,7.0,,Enjoyed the story - thank you for selecting an interesting read!,0.0,1713192842053.0,1713192834927.0,1713194284483.0,1713193184192.0,1713192995885.0,1713193005610.0,1713192831113.0,1713194258479.0,1713193030013.0,1713194576168.0,1713195180343.0,1713194837925.0,1713195256797.0,1713194493073.0,1713193392151.0,1713192831344.0,1713192995883.0,1713192842051.0,1713194493070.0,1713193392150.0,1713193005610.0,1713193030012.0,1713192831342.0,1713194284482.0,1713193184191.0,1713194837922.0,1713195256794.0,1713195180339.0,1713195295681.0,1713194576165.0,1713194258477.0,1713192834926.0,153830.0,7124.0,208587.0,207958.0,9725.0,24402.0,229.0,26003.0,154178.0,261754.0,76451.0,342414.0,38884.0,83092.0,866326.0,3582.0,1713194309242.0,1713193209814.0,1713194258479.0,1713193086801.0,1713193122293.0,1713193152676.0,,,,1713193423890.0,1713194493070.0,1713193392150.0,1713194284482.0,1713193112804.0,1713193148296.0,1713193178679.0,,,,1713194258477.0,834587.0,0.6021317999283147,50765.0,7691.0,7691.0,3474.329215896885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,17346.0,3.276991848730979,3.0939152514152513,3750.816326530612,3197.842105263158,3.5944444444444446,3.0887603305785123,3598.0,2610.7272727272725,True,0.0
2051,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,19.0,0.7916666666666666,0.9166666666666666,0.6666666666666666,0.5,6.0,1.0,5.0,7.0,4.0,5.0,3.0,5.0,1.0,3.0,1.0,5.0,6.0,48.0,52.0,37.0,0.5714285714285714,0.5714285714285714,0.5285714285714286,N,6.0,I didnt,meaning,meaning,I kind of forgot some of the story,how well someone remember,no difference,4.0,both,I still thought about the story and may  have used words from the story,4.0,4.0,1.0,3.0,4.0,1.0,1.0,1.0,no changes,USA,12:32,30-34,F,Right,Y,,Y,,Black,1,N,2,6,N,,6.0,,,0.0,1713113603937.0,1713113601648.0,1713115036996.0,1713113852638.0,1713113610175.0,1713113619251.0,1713113598962.0,1713115010990.0,1713113637269.0,1713115313939.0,1713115907537.0,1713115660430.0,1713116002868.0,1713115239394.0,1713114056675.0,1713113599419.0,1713113610171.0,1713113603928.0,1713115239356.0,1713114056672.0,1713113619249.0,1713113637266.0,1713113599401.0,1713115036994.0,1713113852635.0,1713115660420.0,1713116002859.0,1713115907495.0,1713116016302.0,1713115313921.0,1713115010987.0,1713113601645.0,6234.0,2280.0,202360.0,204034.0,9074.0,18015.0,439.0,26004.0,215366.0,346481.0,95322.0,247065.0,13434.0,74527.0,954312.0,2226.0,1713115052827.0,1713113873971.0,1713115010990.0,1713113658434.0,1713113689650.0,1713113723922.0,1713113754393.0,1713113786258.0,1713113817961.0,1713114066948.0,1713115239355.0,1713114056671.0,1713115036993.0,1713113684436.0,1713113715650.0,1713113749921.0,1713113780395.0,1713113812258.0,1713113843961.0,1713115010987.0,944039.0,0.6741255385866523,41840.0,11559.0,11559.0,4736.07302631579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,109044.0,2.853138528138528,2.7967247664616086,4906.921052631579,4565.225,3.4323593073593073,3.2532467532467533,4007.4285714285716,3902.285714285714,False,7.0
2052,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,22.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,1.0,7.0,2.0,5.0,7.0,4.0,5.0,3.0,5.0,4.0,1.0,1.0,3.0,3.0,46.0,50.0,40.0,0.5476190476190477,0.5494505494505495,0.5714285714285714,N,5.0,I was just typing random words based on things around me or whatever else popped into mind.,none,none,It was easy enough to read the purple passage and respond to the questions. They were simple and only a short thing to respond to. It took only a moment of thinking to respond to the question.,"Not really sure, possibly our ability to remember details from the story?","I think some of the words that I used in the word chain had inspiration from the story, so there were probably some words that I drew from the experience of reading. It was a little easier since I had something to base it on.",5.0,unintentional,"I would say that it came to mind more unintentionally. I was not specifically trying to pull words from the story, but there were some that came to mind. I noticed after typing words that they brought my mind back to the story as where they came from.",5.0,3.0,1.0,5.0,4.0,1.0,4.0,1.0,"I would say that there were different topics that came to mind for sure, some of the words in the second word chain were reflective of the story that I had ready. Otherwise, I don't feel that I had a ton of changes. It was a bit more boring the second time, but more so because I had already done it once.",USA,11:14,30-34,F,Right,Y,,Y,,White,1,N,5,8,N,,7.0,,,0.0,1713192822937.0,1713192819195.0,1713193505917.0,1713192927532.0,1713192862594.0,1713192870460.0,1713192817648.0,1713193479857.0,1713192881798.0,1713193733591.0,1713194035386.0,1713193845562.0,1713194067842.0,1713193698547.0,1713193119234.0,1713192817763.0,1713192862592.0,1713192822935.0,1713193698546.0,1713193119233.0,1713192870457.0,1713192881797.0,1713192817762.0,1713193505916.0,1713192927531.0,1713193845558.0,1713194067839.0,1713194035380.0,1713194073538.0,1713193733588.0,1713193479855.0,1713192819193.0,39655.0,3740.0,192629.0,191701.0,7863.0,11337.0,114.0,26059.0,45733.0,111967.0,32453.0,189818.0,5696.0,35041.0,360621.0,1430.0,1713193516696.0,1713192938871.0,1713193479857.0,1713192899391.0,,,,,,1713193126410.0,1713193698546.0,1713193119232.0,1713193505916.0,1713192925425.0,,,,,,1713193479855.0,353445.0,0.6487443182380169,36841.0,6814.0,4452.0,2482.446572769953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,8258.0,2.674102314023263,3.1390002378573807,2560.7464788732395,2404.1466666666665,2.6379041248606465,2.8,1946.5333333333333,1796.3125,True,0.0
