,1,2,3,4,5,6,7,8,9,10,11
solve,0,0,0,0,0,0,0,0,0,0,0
civil,0,0,0,0,0,0,0,0,0,0,0
debit,0,0,0,0,0,0,0,0,0,1,0
catch,0,0,0,0,0,0,1,0,0,0,0
detective,3,0,0,0,0,2,2,2,0,0,0
mister,0,0,0,0,0,0,0,0,0,0,0
queens,0,0,0,0,0,0,0,0,0,0,0
flavor,0,0,0,0,0,0,0,0,0,0,0
women,3,2,0,0,0,0,0,2,0,2,0
caress,0,0,0,2,1,0,2,0,0,0,0
work],0,0,0,1,1,0,0,0,0,0,3
cartoon,0,0,0,0,0,0,0,0,0,0,1
pigrim,0,0,0,0,0,0,0,0,0,0,0
rushing,0,1,0,0,0,1,0,0,0,0,0
virtue,2,0,0,0,0,0,2,0,0,0,1
spectator,2,3,0,0,0,0,0,2,0,0,0
rides,3,2,0,0,0,1,0,1,0,0,0
noises,0,0,0,0,0,0,0,0,0,0,0
inhaling,0,0,0,0,0,0,0,0,0,0,0
trips,1,0,0,0,0,0,0,0,0,0,0
sausage,0,1,0,0,0,0,0,0,1,0,0
encoded,2,0,0,0,0,3,3,2,0,0,2
tourguide,0,0,0,0,0,0,0,0,0,0,0
audience,0,2,0,0,0,0,0,1,0,0,3
plinko,0,0,0,0,0,0,0,0,0,0,0
nebraska,0,0,0,0,0,0,0,0,0,0,0
balki,0,0,0,0,0,0,0,0,0,0,0
lung,0,0,0,0,0,0,0,0,0,4,0
bargain,0,0,0,0,0,0,0,0,0,0,0
belittled,1,0,0,0,0,0,0,2,0,0,0
fee,0,0,0,0,0,0,0,0,0,0,0
baking,0,0,0,0,0,0,0,0,2,0,0
chop,0,0,0,0,0,0,0,0,1,0,0
thriller,1,0,0,0,0,0,0,0,0,0,0
pathetic,2,0,0,0,0,0,0,0,3,0,2
cholesterol,0,0,0,0,0,0,0,0,0,0,0
shuffle,0,0,0,1,1,0,0,0,0,0,0
bote,0,0,0,0,0,0,0,0,0,0,0
cilantro,0,0,0,0,0,0,0,0,1,0,0
creepy,1,0,0,0,0,0,0,2,0,0,0
progression,0,0,0,0,0,0,0,0,2,0,3
rhythmic,0,0,0,0,0,0,0,0,0,2,0
hallway,0,0,0,0,0,0,0,2,0,0,0
find,0,0,0,0,0,0,0,3,0,0,3
magin,0,0,0,0,0,0,0,0,0,0,0
bury,0,0,0,0,0,0,0,0,0,0,0
preach,0,0,0,0,0,0,0,0,0,0,0
striving,1,0,0,0,0,0,0,0,2,0,0
surgeon,0,0,0,0,0,0,0,0,0,0,0
league,4,0,0,0,0,0,0,0,0,0,0
marshes,0,0,0,0,0,0,0,0,0,0,0
justify,1,0,0,0,0,0,0,0,0,0,0
dictionary,0,0,0,0,0,0,0,0,0,0,0
sprite,0,0,0,0,0,0,0,0,0,0,0
barn,0,0,0,0,0,0,0,0,0,0,0
beta,0,0,0,0,0,0,0,0,0,0,0
mother,0,4,0,0,0,0,0,0,0,1,0
encounter,4,3,2,3,2,2,3,3,2,2,2
advertise,0,1,0,2,2,2,0,0,0,0,0
breathing,1,1,0,1,1,0,1,0,0,2,0
socialstudies,0,0,0,0,0,0,0,0,0,0,0
bitterguard,0,0,0,0,0,3,2,0,0,0,0
platic,0,0,0,0,0,0,0,0,0,0,0
horns,0,0,0,0,0,0,0,0,0,0,0
worshippers,2,2,0,0,0,0,1,3,0,0,0
coyote,0,0,0,0,0,0,0,0,0,0,0
pigs,0,0,0,0,0,0,0,0,0,0,0
clood,0,0,0,1,0,0,0,0,0,0,0
susentance,0,2,0,0,2,0,0,0,2,0,0
circumstance,1,1,0,0,2,0,2,0,2,0,2
mining,0,0,0,0,0,0,0,0,0,0,0
bankroll,0,0,0,0,0,0,0,0,0,2,0
removes,0,0,3,2,0,0,0,0,0,0,0
melon,0,0,0,0,0,0,0,0,0,0,0
muffler,0,0,0,0,0,0,0,0,0,0,0
washrag,0,0,2,1,0,0,0,0,0,0,0
prairie,0,0,0,0,0,0,0,0,0,0,0
screw,0,0,0,0,0,0,0,0,0,3,0
pleasent,0,1,0,0,1,0,2,0,0,0,0
waymo,0,0,0,0,0,0,0,0,0,0,0
software,0,0,0,0,0,0,0,0,0,0,0
cafeteria,0,2,0,0,0,0,0,0,0,0,0
malicious,0,2,0,0,0,0,0,1,0,0,0
coding,0,0,0,0,0,1,3,2,0,0,0
gauze,0,0,0,0,0,0,0,0,0,0,0
noth,0,0,0,0,0,0,2,0,3,0,0
consolidation,0,0,0,0,0,0,0,0,0,0,0
hellokitty,0,0,0,0,0,0,0,0,0,0,0
divers,0,0,0,0,0,0,0,0,0,0,0
sorceror,0,0,0,0,0,0,0,0,0,0,0
terrorist,2,0,0,0,0,0,0,0,0,0,0
pils,0,1,0,0,0,0,0,0,0,0,0
bliss,0,2,0,0,2,0,3,0,0,0,0
ciugh,0,0,0,0,0,0,0,0,0,0,0
lop,0,0,0,0,0,0,0,0,0,0,0
immoral,0,1,0,0,0,0,2,0,0,1,0
absolve,0,0,0,0,0,0,1,0,0,0,0
just,2,2,1,1,0,0,0,0,0,0,0
computer,0,0,0,0,0,0,0,0,0,0,0
renewable,0,0,0,0,0,0,0,0,0,0,0
nasty,0,0,0,3,0,0,0,1,0,0,0
nightgown,0,0,0,0,0,0,0,0,4,0,0
7tft,0,0,0,0,0,0,0,0,0,0,0
manga,0,0,0,0,0,0,0,0,0,0,0
drove,0,0,0,0,0,0,0,0,0,0,0
truce,0,0,0,0,0,0,0,0,0,0,0
antipasto,0,0,0,0,0,0,0,0,0,0,0
dirt,0,0,0,2,0,0,0,0,0,0,0
untouched,0,0,3,0,0,0,0,0,0,0,0
parrot,0,0,0,0,0,0,2,2,0,0,0
kansas,0,0,0,0,0,0,0,0,0,0,0
jig,0,0,0,0,0,0,0,0,0,0,0
heck,0,0,0,0,0,0,0,0,0,0,0
like,0,0,0,0,0,0,2,0,2,0,2
robotics,0,0,0,0,0,0,0,0,0,0,0
sheet,0,0,0,0,0,2,0,0,0,0,2
pleased,0,0,0,1,0,0,0,0,0,0,0
hugs,0,0,0,0,0,0,1,0,0,0,0
rayban,1,0,0,0,0,0,0,0,0,0,0
firearm,1,0,0,0,0,0,0,0,0,0,0
toll,0,0,0,0,0,0,0,0,0,0,0
often,0,0,0,0,2,0,0,0,0,2,0
hamstring,0,0,0,0,0,0,0,0,1,0,0
cpu,0,0,0,0,0,0,0,0,0,0,0
actors,4,3,0,0,0,0,0,3,0,0,3
ripped,0,0,0,0,0,3,0,0,0,0,0
products,0,0,0,2,4,2,0,0,0,0,0
studio,2,1,0,0,0,0,0,0,0,0,2
verticle,0,0,0,0,0,0,0,0,0,0,0
graveyard,0,0,0,0,0,0,0,0,0,0,0
mulberry,0,0,0,0,0,0,0,0,0,0,0
guacomole,0,0,0,0,0,0,0,0,0,0,0
monry,0,0,0,0,0,0,0,0,0,0,0
sudden,0,0,0,0,0,3,0,0,0,0,0
shapres,0,0,0,0,0,0,0,0,0,0,0
farewell,0,0,0,0,0,0,3,2,0,0,0
ecuador,0,0,0,0,0,0,0,0,0,0,0
retainer,0,0,0,0,0,0,0,0,0,0,0
refrigerator,0,0,0,0,1,0,0,0,0,0,0
repeat,0,0,0,0,0,0,0,0,4,2,0
consuming,0,0,0,0,2,0,0,0,0,0,0
muel,0,0,0,0,0,0,0,0,0,0,0
avengers,0,0,0,0,0,0,0,0,0,0,0
boxers,0,0,0,0,0,0,0,2,0,0,0
thyme,0,0,0,0,0,0,0,0,0,0,0
circuit,0,0,0,0,0,0,0,0,0,0,0
insignificant,0,0,0,0,0,0,0,0,0,0,0
treadmil,0,0,0,0,1,0,0,0,1,0,0
minecraft,0,0,0,0,0,0,0,0,0,0,0
sheep,0,0,0,0,0,0,0,0,0,0,0
mucik,0,0,0,0,0,0,0,0,0,0,0
sto,0,0,0,0,0,0,0,0,0,0,0
autistic,0,0,0,0,0,0,0,0,0,0,0
clavicle,0,0,0,3,1,0,0,0,0,0,0
brighter,3,0,0,0,0,0,0,0,2,0,0
update,0,0,0,0,0,0,0,0,0,0,0
imam,0,0,0,0,0,0,0,0,0,0,0
meet,4,3,0,0,0,0,0,3,0,0,0
mesa,0,0,0,0,0,0,0,0,0,0,0
macbook,0,0,0,0,0,0,0,0,0,0,0
leopard,0,0,0,0,0,0,0,0,0,0,0
spiders,0,0,0,0,0,0,0,0,0,0,0
castles,0,0,0,0,0,0,0,0,0,0,0
bandade,0,0,0,0,0,0,0,0,0,0,0
briefcase,0,0,0,0,0,0,2,0,0,0,0
boot,0,0,0,0,0,0,0,0,0,0,0
hamilton,0,0,0,0,0,0,0,0,0,0,0
keyboard,0,0,0,0,0,0,0,0,0,0,0
gitty,0,2,0,0,0,0,2,0,0,0,0
smack,0,0,0,1,0,0,0,0,0,0,0
missiles,0,0,0,0,0,0,0,0,0,0,0
untethered,0,0,0,0,3,0,0,0,2,0,0
favour,2,0,0,0,0,2,0,0,0,0,0
cooks,0,2,0,0,0,0,0,0,3,0,0
vault,0,0,0,0,0,0,0,0,0,0,0
knew,2,0,0,0,0,0,0,3,3,0,2
spoken,0,3,0,2,0,2,0,2,0,0,0
quilt,0,0,0,0,0,0,0,0,0,0,0
ravioli,0,0,0,0,0,0,0,0,0,0,0
indistinguishable,0,0,0,0,0,0,0,2,0,0,0
handshake,0,0,0,0,0,0,3,0,0,0,0
saute,0,0,0,0,0,0,0,0,0,0,0
truck,0,0,0,0,0,0,0,0,0,0,0
pita,0,0,0,0,0,0,0,0,0,0,0
dazzling,3,0,0,0,0,0,0,0,0,0,0
thinking,2,2,2,0,3,0,3,2,3,2,3
turbo,0,0,0,0,0,0,0,0,0,0,0
eq,0,0,0,0,0,0,0,0,0,0,0
slippery,0,0,3,1,0,0,0,0,0,0,0
scarf,0,0,0,0,0,0,0,0,0,0,0
intercourse,0,0,0,0,0,0,0,0,0,4,0
yard work,0,0,0,0,0,0,0,0,0,0,2
earthquake,0,0,0,0,0,0,0,0,0,0,0
nest,0,0,0,0,2,0,1,0,2,0,1
limerence,1,3,2,3,3,3,3,3,4,4,4
hound,2,0,0,1,0,0,0,2,0,0,0
pregnancy,0,0,0,0,0,0,0,0,0,0,0
terrifying,0,0,0,0,0,0,0,1,2,0,1
discordant,0,2,0,0,2,0,0,2,2,0,0
thrills,2,3,0,3,2,0,0,0,0,0,0
misunderstanding,0,2,0,1,0,3,2,4,0,0,2
tendu,0,0,0,0,0,0,0,0,0,0,0
zen,0,1,0,0,1,0,1,0,0,0,0
underappreciated,2,2,0,0,2,0,0,0,2,0,0
organize,0,0,1,0,1,0,0,0,3,0,2
pony,0,0,0,0,0,0,0,0,0,0,0
broke,0,0,0,0,0,0,0,0,0,0,0
ropes,0,0,0,0,0,0,0,0,0,0,0
feels,1,3,1,2,3,2,3,3,3,2,3
lever,0,0,0,0,0,0,0,0,0,0,0
spinaches,0,0,0,0,0,0,0,0,0,0,0
saints,0,0,0,0,0,0,0,0,0,0,0
rights,0,0,0,0,0,0,0,0,0,0,0
macchiato,0,0,0,0,0,0,0,0,0,0,0
dictatorship,0,0,0,0,0,0,0,0,0,0,0
charcoal,0,0,0,0,0,0,0,0,0,0,0
touching,0,2,1,4,3,3,4,2,0,0,1
paws,0,0,0,1,0,0,0,0,0,0,1
talking,2,4,0,3,0,3,2,3,0,0,0
glitters,1,0,0,0,1,0,0,2,0,0,1
lord,0,0,0,0,0,0,0,0,0,0,0
magnify,0,2,0,0,0,0,0,2,0,0,0
coupon,0,0,0,0,2,2,0,0,0,0,1
secular,0,0,0,0,0,0,0,0,0,0,0
polarized,0,0,0,0,1,0,0,0,0,0,0
dingie,0,0,0,0,0,0,0,0,0,0,0
exit,0,0,0,0,0,2,2,3,0,0,0
blockbuster,1,0,0,0,0,0,0,0,0,1,0
obsession,1,3,0,2,3,3,0,3,4,4,4
bucket,0,0,0,0,0,0,0,0,0,0,0
hitch,0,0,0,0,0,0,0,0,0,0,0
sleeping,3,4,0,0,2,0,0,0,3,0,1
factory,0,0,0,0,0,0,0,0,0,0,0
playoffs,2,0,0,0,0,0,0,0,0,0,0
george,0,0,0,0,0,0,0,0,0,0,0
interaction,2,4,0,3,2,2,3,3,0,1,1
director,1,2,0,0,0,0,0,0,0,0,2
roadway,0,0,0,0,0,0,0,0,0,0,0
mercedes,0,0,0,0,0,0,0,0,0,0,0
riveting,0,0,0,0,0,0,0,0,0,0,0
muggy,0,0,1,1,0,0,0,0,0,0,0
duplicate,0,0,0,0,0,0,0,0,0,0,0
wooden,0,0,0,0,0,0,0,0,0,0,0
solo,0,0,0,0,1,0,0,0,1,0,1
uigg,0,0,0,0,0,0,0,0,0,0,0
park,0,0,0,0,0,0,0,1,0,2,1
latch,0,0,0,0,0,1,0,0,0,0,1
new mexico,0,0,0,0,0,0,0,0,0,0,0
pricey,0,0,0,0,1,0,0,0,0,0,0
halflife,0,0,0,0,0,0,0,0,0,0,0
malta,0,0,0,0,0,0,0,0,0,0,0
hose,0,0,0,0,0,0,0,0,0,0,0
vortex,0,0,0,0,0,0,0,0,1,0,1
oval,0,0,0,0,0,0,0,0,0,0,0
cease,0,0,0,0,0,0,0,0,0,0,0
darkness,1,0,1,0,0,0,0,0,0,0,2
billow,0,0,0,0,0,0,0,0,2,0,2
enthusiastically,0,0,0,0,0,0,0,3,0,0,0
democrats,0,0,0,0,0,0,0,0,0,0,0
discussions,0,4,1,1,0,1,1,1,1,0,0
tux,0,0,0,0,0,0,0,0,0,0,0
motionless,2,0,0,0,0,0,0,0,3,0,2
gases,0,0,0,2,0,0,0,0,0,0,0
ll,0,0,0,0,0,0,0,0,0,0,0
potpourri,0,0,0,0,1,0,0,0,0,0,1
hillary,0,0,0,0,0,0,0,0,0,0,0
puppies,0,0,0,0,0,0,0,0,0,0,0
shaving,0,0,0,0,0,0,0,0,0,0,0
frosting,0,0,0,0,0,0,0,0,0,0,0
whipped,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,4,2,0,4,4,2
mothers,1,3,0,0,0,0,2,0,0,1,0
interference,0,0,0,0,0,2,0,0,0,0,2
shell,0,0,0,0,0,0,0,0,0,0,0
overlooked,2,2,0,0,0,0,0,0,2,0,2
field,0,0,0,0,0,0,0,0,0,0,0
spouse,0,3,0,0,0,0,0,0,0,3,2
bright,3,0,0,0,0,0,0,0,0,0,1
grand,0,0,0,0,0,0,0,0,0,0,0
forgive,0,0,0,0,0,0,0,0,0,0,0
opposite,0,0,0,0,0,0,0,0,0,0,0
automaton,0,0,0,0,0,0,0,0,0,0,0
arrest,0,0,0,0,0,0,0,0,0,0,0
aerospace,1,1,0,0,0,1,1,0,4,0,0
bastille,0,0,0,0,0,0,0,0,0,0,0
universe,0,2,0,0,1,0,1,0,0,0,0
host,1,0,0,0,0,0,0,2,0,0,3
bring,0,0,0,0,0,0,0,0,0,0,0
between,0,0,0,0,0,0,0,4,0,0,0
tangle,0,0,0,0,1,0,0,0,2,0,0
encumbered,0,0,0,0,0,0,0,0,2,0,0
october,0,0,0,0,0,0,0,0,0,0,0
scientist,0,0,0,0,0,0,0,0,3,0,0
rodent,0,0,0,0,0,0,0,0,0,0,0
romance,2,3,0,2,3,2,3,2,2,0,0
networking,0,0,0,0,0,3,0,1,0,0,0
excursion,2,0,0,0,0,1,0,2,0,0,0
publish,0,2,0,0,0,0,0,1,0,0,0
sacks,0,0,0,0,0,0,2,2,0,0,0
dandy,0,1,0,1,0,0,0,0,0,0,0
detain,0,0,0,0,0,0,0,1,0,0,0
solid,0,0,0,0,0,0,1,0,0,0,0
procure,0,0,0,0,0,1,0,0,0,0,1
frequency,0,0,0,0,0,1,0,0,1,2,0
cell,0,0,0,0,0,1,0,0,0,0,2
sandy,0,0,0,0,1,0,0,0,0,0,0
troubled,0,4,0,0,0,0,0,0,0,0,0
dense,0,0,1,0,0,0,0,0,2,0,0
been,0,0,0,0,0,0,0,0,0,0,0
star,4,3,0,0,0,0,0,2,0,0,2
fresh,0,0,0,3,0,0,0,0,0,0,0
palace,0,0,0,0,0,0,0,0,0,0,0
pokemon,0,0,0,0,0,0,0,0,0,0,0
knuckle,0,0,0,2,0,0,0,0,0,0,0
shhhhh,0,3,1,0,0,0,1,1,0,0,0
seventies,0,0,0,0,0,0,0,0,0,0,0
evolv,0,0,0,0,0,0,0,0,0,0,0
orcs,0,0,0,0,0,0,0,0,0,0,0
pod,0,0,0,0,0,0,0,0,0,0,0
shepard,0,0,0,0,0,0,0,0,0,0,0
eddy,0,0,0,0,0,0,0,0,1,0,0
vhs,0,0,0,0,0,0,0,0,0,0,0
following,0,0,0,0,0,0,1,2,0,0,0
woodland,0,0,0,0,0,0,0,0,0,0,0
scripting,0,0,0,0,0,0,3,2,0,0,0
zany,0,0,0,1,2,0,0,0,0,0,0
national,0,0,0,0,0,0,0,0,0,0,0
checks,0,0,0,0,0,0,0,0,0,0,0
rote,0,0,0,0,0,0,0,0,0,0,0
principal,0,0,0,0,0,0,0,0,0,0,0
cub,0,0,0,0,0,0,0,0,0,0,0
amused,1,1,0,2,0,0,0,0,0,0,0
hemp,0,0,0,0,0,0,0,0,0,0,0
honest,0,3,0,0,0,2,0,0,0,0,0
animation,0,2,0,2,0,0,0,0,0,0,0
desks,0,0,0,0,0,0,0,0,0,0,0
flake,0,0,0,0,0,0,0,0,0,0,0
bravery,0,0,0,0,0,0,3,0,0,0,0
sapphires,0,0,0,0,0,0,0,0,0,0,0
virginia,0,0,0,0,0,0,0,0,0,0,0
surley,0,0,0,0,0,0,0,2,0,0,0
lawyet,0,0,0,0,0,0,0,0,0,0,0
lasers,0,0,0,0,0,0,0,0,0,0,0
forearm,0,0,2,3,1,0,0,0,0,0,0
sprinting,0,0,0,0,0,0,0,0,0,0,0
christmaschrist,0,0,0,0,0,0,0,0,0,0,2
wheelbarro,0,0,0,0,0,0,0,0,0,0,0
harp,0,0,0,0,0,0,0,0,0,0,0
infinite,0,0,0,0,0,0,0,0,0,0,0
shocker,0,0,0,0,0,0,0,0,0,0,0
augmentation,0,0,0,0,0,0,0,0,0,0,0
wring,0,0,4,0,0,0,0,0,0,0,0
mugs,0,0,0,0,0,0,0,0,0,0,0
absurd,0,0,0,0,0,0,0,0,0,0,3
wealthy,1,0,0,0,2,0,0,0,0,0,0
allergens,0,0,0,0,0,0,0,0,0,0,0
bible,0,0,0,0,0,0,0,0,0,0,0
wizard,0,0,0,0,0,0,0,0,0,0,0
mysterious,3,2,0,0,0,2,2,3,0,0,1
chosen,0,0,0,0,0,0,0,0,0,0,0
lets,0,0,0,0,0,0,0,0,0,0,0
arithmetic,0,0,0,0,0,2,0,0,2,2,2
contracted,0,0,0,0,0,0,0,0,0,0,0
stocking,0,0,0,0,0,0,0,0,0,0,0
shame,0,0,3,2,0,0,0,0,2,0,1
creature,0,0,0,0,0,0,0,0,0,0,0
narrow,0,0,1,1,0,0,0,0,0,0,0
hive,0,0,0,0,0,0,0,0,0,0,0
mcdonanlds,0,0,0,0,0,0,0,0,0,0,0
bearing,2,2,0,0,0,0,0,0,0,0,0
paparazzi,4,2,0,0,0,0,0,2,0,0,1
voicemail,0,0,0,0,0,0,0,0,0,0,0
ktty,0,0,0,0,0,0,0,0,0,0,0
movies,3,1,0,0,0,0,0,0,0,0,3
adjustment,2,0,0,0,0,4,0,0,0,0,0
girn,0,0,0,0,0,0,0,0,0,0,0
wedding,3,0,0,0,0,0,0,0,0,2,1
prospector,0,0,0,0,0,0,0,0,0,0,0
dynamic,0,2,0,2,0,0,1,0,0,0,0
coldstone,0,0,0,0,0,0,0,0,0,0,0
markets,0,0,0,0,0,0,0,0,0,0,0
aulio,0,0,0,0,0,0,0,0,0,0,0
respond,1,3,0,3,0,2,2,2,0,0,2
noble,0,0,0,0,0,0,0,0,0,0,0
cedar,0,0,0,0,0,0,0,0,0,0,0
experiencing,2,2,2,2,2,2,2,2,2,2,2
module,0,0,0,0,0,0,0,0,0,0,0
falter,0,0,1,0,3,0,0,0,3,0,2
calente,0,0,0,0,0,0,0,0,0,0,0
species,0,0,0,0,0,0,0,0,0,0,0
updated,0,0,0,0,0,0,0,0,0,0,0
cab,0,0,0,0,0,0,0,0,0,0,0
jingle,0,0,0,0,0,0,0,0,0,0,0
duvet,0,0,0,0,0,0,0,0,0,0,0
bulge,0,0,0,0,0,0,0,0,0,0,0
omitted,3,0,0,0,0,4,0,0,0,0,2
yen,1,2,0,0,3,0,2,0,3,0,2
fleeting,3,2,0,0,0,0,0,3,2,0,2
athiest,0,0,0,0,0,0,0,0,0,0,0
discontinued,0,0,0,0,0,0,0,0,0,0,4
emancipation,0,0,0,0,0,0,0,0,0,0,0
fir,0,0,0,0,0,0,0,0,0,0,0
arrise,0,0,0,0,0,0,0,0,0,0,0
dropoff,0,0,0,0,0,1,0,2,0,0,0
circular,0,0,0,0,0,0,0,0,3,0,0
tummy,0,0,0,0,0,0,0,0,0,0,0
rwanda,0,0,0,0,0,0,0,0,0,0,0
pasture,0,0,0,0,0,0,0,0,0,0,0
kiosk,0,0,0,0,0,0,0,0,0,0,0
scalpel,0,0,0,0,0,0,0,0,0,0,0
microwaves,0,0,0,0,0,0,0,0,0,0,0
sewing,0,0,0,0,0,0,0,0,0,0,0
beam,0,0,0,0,0,0,0,0,0,0,0
mingle,0,2,0,0,0,0,0,1,0,0,0
four,0,0,0,0,0,4,2,0,4,4,2
friend,0,2,0,0,0,2,2,0,0,0,1
trangle,0,0,0,0,0,0,0,0,0,0,0
protagonist,4,4,4,4,4,4,4,4,4,4,4
nutrients,0,1,0,0,1,0,0,0,2,0,0
agility,0,1,0,2,0,0,1,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0
auto,0,0,0,0,0,0,1,0,0,0,2
theft,0,0,0,0,0,0,0,0,0,0,0
spaghetti,0,0,0,0,0,0,0,0,0,0,0
graphics,0,0,0,0,1,2,0,0,2,0,2
chainsaw,0,0,0,0,0,0,0,0,0,0,0
follower,2,2,0,0,0,0,0,3,0,0,0
transparent,0,0,0,0,0,0,0,0,0,0,0
mime,0,1,0,2,0,0,0,3,0,0,0
explosion,0,0,0,0,0,0,0,0,0,0,0
finished,0,0,0,0,0,0,0,0,0,0,0
testament,0,0,0,0,0,0,0,0,0,0,0
arabic,0,0,0,0,0,0,0,0,0,0,0
uncessary,0,0,0,0,1,0,0,0,0,0,0
fulfillment,0,2,0,0,3,0,2,0,3,0,2
chene,0,0,0,0,0,0,0,0,0,0,0
curiosity,2,2,1,0,0,0,0,2,0,0,0
margin,0,0,0,0,0,0,0,0,0,0,0
falling,0,0,0,0,1,3,0,0,2,0,0
honor,0,0,0,0,0,0,2,0,0,0,0
hydro,0,0,3,0,0,0,0,1,0,0,0
alexa,0,0,0,0,0,0,0,0,0,0,0
jenny,0,0,0,0,0,0,0,0,0,0,0
rafting,0,0,0,0,0,0,0,0,0,0,0
mousse,0,0,0,0,0,0,0,0,0,0,0
draw,0,0,0,0,0,0,0,4,0,0,0
tatter,0,0,0,0,0,2,0,0,0,0,1
seismology,0,0,0,0,0,0,0,0,0,0,0
anticipate,0,0,0,0,0,1,2,2,0,0,1
ummm,0,0,0,0,0,0,0,0,0,0,0
layiing,0,0,0,0,0,0,0,0,0,0,0
asparagus,0,0,0,0,0,0,0,0,0,0,0
if,3,0,0,0,0,2,2,0,2,0,0
cubicle,0,0,0,0,0,0,0,0,0,0,0
bond,0,3,0,0,1,0,3,1,0,0,0
lie,1,3,0,0,0,0,0,3,0,0,1
audiobook,0,0,0,0,0,0,0,0,0,0,0
clockwise,0,0,0,0,0,0,0,0,0,0,0
harass,2,0,0,0,0,0,0,1,0,0,0
postal,0,0,0,0,0,0,0,0,0,0,0
deadbeat,0,0,0,0,0,0,0,0,0,0,0
unleaded,0,0,0,0,0,0,0,0,0,0,0
troops,0,0,0,0,0,0,1,0,0,0,0
regard,0,0,0,0,0,0,0,0,0,0,0
brownies,0,0,0,0,0,0,0,0,0,0,0
meadow,0,0,0,0,0,0,0,0,0,0,0
towls,0,0,0,0,3,0,0,0,0,0,0
vista,0,0,0,0,0,0,0,0,0,0,0
knee,0,0,0,0,0,0,0,0,0,0,0
atlantic,0,0,0,0,0,0,0,0,0,0,0
fort,0,0,0,0,0,0,0,0,0,0,0
snowman,0,0,0,0,0,0,0,0,0,0,0
diabolical,0,0,0,0,0,0,0,0,0,0,0
disparate,0,0,0,0,0,0,0,0,0,0,0
moody,0,2,0,0,0,0,0,0,0,0,0
creme,0,0,0,0,0,0,0,0,0,0,0
bigger,2,2,0,2,0,0,0,0,0,0,0
lovers,0,3,0,2,1,0,2,0,0,4,1
password,0,0,0,0,0,0,3,2,0,0,0
employee,0,0,0,0,0,4,0,0,0,0,2
overall,0,0,0,0,0,0,0,0,0,0,0
badmood,0,0,0,0,0,0,0,0,0,0,0
deodorant,0,0,2,4,0,0,0,0,0,0,0
children,0,0,0,0,0,4,2,0,0,0,3
rootloomkindclimb,0,0,0,0,0,0,0,0,0,0,0
gyal,0,0,0,0,0,0,0,0,0,0,0
gravity,0,0,0,0,0,2,0,0,0,0,0
novacantgrowthhotel,0,0,0,0,0,0,0,0,0,0,0
as,0,0,0,0,0,0,0,0,0,0,0
gordon,0,0,0,0,0,0,0,0,0,0,0
crowds,0,3,0,0,0,0,0,3,0,0,0
reward,4,0,0,0,0,0,0,0,0,0,0
zip,0,0,0,0,0,0,0,0,0,0,0
bloodorange,0,0,0,0,0,0,0,0,0,0,0
detest,0,0,0,0,0,0,0,0,0,0,0
voided,0,0,0,0,0,0,0,0,0,0,0
omnivore,0,0,0,0,0,0,0,0,0,0,0
warmth,0,0,0,0,1,0,3,0,0,0,0
fertilize,0,0,0,0,0,0,0,0,0,0,0
sister,0,0,0,0,0,0,0,0,0,0,0
buick,0,0,0,0,0,0,0,0,0,0,0
cery,0,0,0,0,0,0,0,0,0,0,0
associate,0,0,0,0,0,3,2,0,0,0,0
adhominem,0,0,0,0,0,0,0,0,0,0,0
bandit,0,0,0,0,0,0,0,0,0,0,0
pinacle,2,1,0,2,0,0,0,2,0,0,2
mutant,0,0,0,0,0,0,0,0,0,0,0
underpaid,0,0,0,0,0,0,0,0,0,0,0
ten,0,0,0,0,0,0,0,0,0,0,0
techno,0,0,0,0,0,0,0,0,0,0,0
oxen,0,0,0,0,0,0,0,0,0,0,0
district,0,0,0,0,0,0,0,0,0,0,0
welder,0,0,0,0,0,0,0,0,0,0,0
chevy,0,0,0,0,0,0,0,0,0,0,0
type,0,0,0,0,0,0,0,0,0,0,0
sculpture,0,0,0,0,0,0,0,0,0,0,0
gorilla,0,0,0,1,0,0,0,0,0,0,0
entity,1,1,0,0,0,0,0,1,0,0,1
acrylic,0,0,0,0,0,0,0,0,0,0,0
idaho,0,0,0,0,0,0,0,0,0,0,0
saltwater,0,0,0,0,2,0,0,0,0,0,0
pothole,0,0,0,0,0,0,0,0,0,0,0
tarzan,0,0,0,0,0,0,0,0,0,0,0
awe,2,3,0,0,0,0,2,0,0,0,0
based,0,0,0,0,0,0,0,0,0,0,0
emeralds,0,0,0,0,0,0,0,0,0,0,2
sacrifice,2,0,0,0,0,0,3,0,0,0,0
dot,0,0,0,0,0,0,0,0,0,0,0
chess,0,0,0,0,0,0,0,0,2,0,0
lendl,0,0,0,0,0,0,0,0,0,0,0
videogames,0,0,0,0,0,0,0,0,0,0,0
genius,0,0,0,0,0,0,0,0,0,0,0
socialmedida,0,0,0,0,0,0,0,0,0,0,0
absurb,0,0,0,0,0,0,0,0,0,0,2
hot,0,0,0,1,0,0,0,0,1,0,0
tinseltown,3,2,0,0,0,0,0,0,0,0,2
ring,0,0,0,0,0,0,0,0,0,0,2
groove,0,0,0,0,0,0,0,0,1,0,0
disgusted,0,0,2,2,0,0,0,0,0,0,0
gasp,0,1,0,0,0,0,0,0,0,0,0
