participantID,comp_Q1,comp_Q2,comp_Q8,comp_Q9,comp_Q11,comp_Q13,comp_Q16,comp_Q17,comp_Q18,comp_Q19,comp_Q23,comp_Q25,comp_Q3,comp_Q4,comp_Q5,comp_Q6,comp_Q10,comp_Q12,comp_Q14,comp_Q15,comp_Q20,comp_Q22,comp_Q24,comp_Q26,comp_raw,comp_prop,specific_prop,general_prop,catch_prop,tran_Q1,tran_Q2,tran_Q3,tran_Q4,tran_Q5,tran_Q6,tran_Q7,tran_Q8,tran_Q9,tran_Q10,tran_Q11,tran_Q12,tran_Q13,tran_raw,tran_raw_all,tran_raw_10,tran_prop,tran_prop_all,tran_prop_10,read_story,read_enjoy,wcg_strategy,wcg1_sound_meaning,wcg2_sound_meaning,triangle_explanation,guess_experiment,wcg_diff_general,linger_rating,volition,volition_explanation,linger_rating_interference,linger_rating_start,linger_rating_end,wcg_diff_emotion,wcg_diff_topics,wcg_diff_ease,wcg_diff_tired,wcg_diff_bored,wcg_diff_thoughts,wcg_diff_explanation,demographics_country,demographics_currenttime,demographics_age,demographics_gender,demographics_hand,demographics_nativelang,demographics_nativelang_text,demographics_fluency,demographics_fluency_text,demographics_race,demographics_attncheck,demographics_hispanic,demographics_education,demographics_reading,content_attention,content_attention_text,clarity_rating,clarity_explanation,open_box,exp_time_away,complete,consent_stage_start,content_warning_stage_start,free_association_post_stage_start,free_association_pre_stage_start,fullscreen_stage_start,general_instructions_stage_start,initializing_stage_start,interference_geometry_testing_stage_start,interference_geometry_training_stage_start,questionnaire_comprehension_stage_start,questionnaire_demographics_stage_start,questionnaire_experience_stage_start,questionnaire_open_stage_start,questionnaire_transportation_stage_start,reading_stage_start,welcome_stage_start,consent_stage_end,content_warning_stage_end,free_association_post_stage_end,free_association_pre_stage_end,fullscreen_stage_end,general_instructions_stage_end,initializing_stage_end,interference_geometry_testing_stage_end,interference_geometry_training_stage_end,questionnaire_comprehension_stage_end,questionnaire_demographics_stage_end,questionnaire_experience_stage_end,questionnaire_open_stage_end,questionnaire_transportation_stage_end,reading_stage_end,welcome_stage_end,consent_time,content_warning_time,free_association_post_time,free_association_pre_time,fullscreen_time,general_instructions_time,initializing_time,interference_geometry_testing_time,interference_geometry_training_time,questionnaire_comprehension_time,questionnaire_demographics_time,questionnaire_experience_time,questionnaire_open_time,questionnaire_transportation_time,reading_time,welcome_time,free_association_post_task_start,free_association_pre_task_start,interference_geometry_testing0_task_start,interference_geometry_training0_task_start,interference_geometry_training1_task_start,interference_geometry_training10_task_start,interference_geometry_training11_task_start,interference_geometry_training12_task_start,interference_geometry_training13_task_start,interference_geometry_training14_task_start,interference_geometry_training15_task_start,interference_geometry_training16_task_start,interference_geometry_training17_task_start,interference_geometry_training18_task_start,interference_geometry_training19_task_start,interference_geometry_training2_task_start,interference_geometry_training20_task_start,interference_geometry_training21_task_start,interference_geometry_training22_task_start,interference_geometry_training23_task_start,interference_geometry_training24_task_start,interference_geometry_training25_task_start,interference_geometry_training3_task_start,interference_geometry_training4_task_start,interference_geometry_training5_task_start,interference_geometry_training6_task_start,interference_geometry_training7_task_start,interference_geometry_training8_task_start,interference_geometry_training9_task_start,reading_task_start,free_association_post_task_end,free_association_pre_task_end,interference_geometry_testing0_task_end,interference_geometry_training0_task_end,interference_geometry_training1_task_end,interference_geometry_training10_task_end,interference_geometry_training11_task_end,interference_geometry_training12_task_end,interference_geometry_training13_task_end,interference_geometry_training14_task_end,interference_geometry_training15_task_end,interference_geometry_training16_task_end,interference_geometry_training17_task_end,interference_geometry_training18_task_end,interference_geometry_training19_task_end,interference_geometry_training2_task_end,interference_geometry_training20_task_end,interference_geometry_training21_task_end,interference_geometry_training22_task_end,interference_geometry_training23_task_end,interference_geometry_training24_task_end,interference_geometry_training25_task_end,interference_geometry_training3_task_end,interference_geometry_training4_task_end,interference_geometry_training5_task_end,interference_geometry_training6_task_end,interference_geometry_training7_task_end,interference_geometry_training8_task_end,interference_geometry_training9_task_end,reading_task_end,spr_time,spr/char,spr-wcg-break,rt_max,rt_max_post,rt_mean,time_away_complete,time_away_consent,time_away_content_warning,time_away_free_association_post,time_away_free_association_pre,time_away_fullscreen,time_away_general_instructions,time_away_initializing,time_away_interference_geometry_testing,time_away_interference_geometry_training,time_away_questionnaire_comprehension,time_away_questionnaire_demographics,time_away_questionnaire_experience,time_away_questionnaire_open,time_away_questionnaire_transportation,time_away_reading,time_away_welcome,attncheck,focusevents,spr_max,mean_sr_post,mean_sr_pre,mean_rt_post,mean_rt_pre,mean_sr_30s_post,mean_sr_30s_pre,mean_rt_30s_post,mean_rt_30s_pre,answer,correct_answer,answered_correct,answer_time
1426,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,21,0.875,0.8333333333333334,0.9166666666666666,1.0,6,1,3,4,5,5,3,3,2,1,1,4,5,38,43,29,0.4523809523809524,0.4725274725274725,0.4142857142857143,N,1,Just tried to be fast,meaning,meaning,Easier,I have no idea,I did not notice any differences. It was the same both rounds.,4,neither,I did not consciously notice any reflection or coming to mind.,3.0,2.0,2.0,3.0,3.0,2.0,3.0,5.0,3.0,I was annoyed because I wanted the experiment to end as it was long.,USA,13:31,25-29,F,Right,Y,,Y,,White,1,N,4,6,N,,6.0,,,0.0,,1716315006763.0,1716314997932.0,1716315670220.0,1716315117708.0,1716315014484.0,1716315019328.0,1716314993893.0,1716315644214.0,1716315024327.0,1716315999380.0,1716316266313.0,1716316136842.0,1716316317854.0,1716315962760.0,1716315306190.0,1716314994036.0,1716315014479,1716315006761,1716315962758,1716315306190,1716315019326,1716315024325,1716314994034,1716315670219,1716315117707,1716316136837,1716316317848,1716316266305,1716316328607,1716315999373,1716315644212,1716314997930,7716,8829,292538,188482,4842,4997,141,26005,93380,137457,51535,129463,10753,36613,338022,3894,1716315779312.0,1716315123027.0,1716315644214.0,1716315033559.0,1716315062134.0,,,,,,,,,,,1716315089741.0,,,,,,,,,,,,,,1716315312020.0,1716315962758.0,1716315306189.0,1716315670219.0,1716315059581.0,1716315088148.0,,,,,,,,,,,1716315115763.0,,,,,,,,,,,,,,1716315644212.0,332192,0.48787619406989546,135100,10834.0,10834.0,2309.4567216233354,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,17772.0,2.5121020243846335,2.296128007014083,2412.9736842105262,2205.9397590361446,2.86776773950687,2.8946969696969695,1853.3125,2344.5,6,6.0,True,3385.0
1427,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,21,0.875,0.75,1.0,1.0,5,1,1,7,3,6,1,1,1,1,1,3,4,32,35,25,0.38095238095238093,0.38461538461538464,0.35714285714285715,N,5,"looking around at the room i was in for objects, adding words to the chain that were related",none,none,"more confusing, i was still wrapped up in the story so i wasn't as focused on the triangles. i was more eager to get that part over it.",ability to shift attention or focus after completing an engrossing task,"i struggled a bit more to get started, but employed the same strategies to get back into the groove",4,unintentional,"water was a key theme in the story, i ended up creating a chain based on bodies of water",5.0,3.0,5.0,4.0,5.0,4.0,6.0,5.0,1.0,"it took me longer to get started with the word chain task. the story was a bit darker than expected, so i did carry some of that into subsequent tasks. i found myself less focused on the tasks after reading the story, but was eventually able to proceed. the triangle task was more difficult than the word chain (before and after the story), i felt like i just kind of gave up on trying to find additional triangles other than the obvious ones",USA,09:36,30-34,F,Right,Y,,Y,,Black,1,N,5,10,N,,7.0,,,0.0,,1716296554002.0,1716296549748.0,1716297609376.0,1716296754698.0,1716296607250.0,1716296613015.0,1716296548407.0,1716297583370.0,1716296620053.0,1716297885031.0,1716298549688.0,1716298094429.0,1716298614818.0,1716297813664.0,1716296948234.0,1716296548491.0,1716296607249,1716296554000,1716297813663,1716296948233,1716296613015,1716296620052,1716296548490,1716297609374,1716296754697,1716298094428,1716298614816,1716298549684,1716298628550,1716297885029,1716297583369,1716296549747,53247,4252,204287,193535,5765,7037,83,26004,134644,209397,65128,455255,13732,71365,635135,1256,1716297633541.0,1716296766852.0,1716297583370.0,1716296637484.0,1716296665182.0,,,,,,,,,,,1716296692615.0,,,,,,,1716296719864.0,,,,,,,1716296967284.0,1716297813663.0,1716296948232.0,1716297609374.0,1716296663488.0,1716296691185.0,,,,,,,,,,,1716296718618.0,,,,,,,1716296745867.0,,,,,,,1716297583369.0,616085,0.6586051373979956,50172,8759.0,8759.0,2915.574941451991,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,11528.0,2.1326826469463214,2.115572009200195,2858.4285714285716,2972.72131147541,2.3153846153846156,3.1245454545454545,2108.230769230769,2852.4,5,6.0,False,3300.0
1428,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,23,0.9583333333333334,1.0,0.9166666666666666,1.0,4,3,3,6,2,7,4,7,4,2,1,2,3,46,48,41,0.5476190476190477,0.5274725274725275,0.5857142857142857,N,5,"I just went through things that would be easy to spit out in quick succession -- colors, directions, nouns",none,none,It was harder to focus on the shapes,Recall and problem solving after reading upsetting material. ,I felt it easier to spontaneously find words randomly popping into my head after reading the story whereas I struggled a bit the first round. ,5,both,"At first I was just doing the same thing I did the first round, but as I did I found words from the story entering my mind. ",5.0,4.0,7.0,3.0,5.0,7.0,1.0,4.0,3.0,I felt it easier to unconsciously and consciously find new words based on feelings as well as words that were in the material I read,USA,13:52,30-34,NEITHER,Right,Y,,Y,,MORE,1,Y,1,10,N,,4.0,,"In the triangle game, it would have been helpful to express that overlapping triangles count as a triangle separate to just individual triangles. It took me a few attempts to realize that, not because I was not counting them, but because I wasn't taking into account overlaps. ",0.0,,1716315921075.0,1716315917058.0,1716316845609.0,1716316134712.0,1716315932043.0,1716315939695.0,1716315914958.0,1716316819584.0,1716315970269.0,1716317096040.0,1716317511834.0,1716317255334.0,1716317577445.0,1716317039356.0,1716316330649.0,1716315915189.0,1716315932041,1716315921072,1716317039353,1716316330648,1716315939693,1716315970268,1716315915187,1716316845608,1716316134711,1716317255330,1716317577441,1716317511828,1716317642401,1716317096034,1716316819582,1716315917056,10966,4014,193744,195936,7650,30573,229,26024,164442,159290,65607,256494,64956,56678,488933,1867,1716316856873.0,1716316149879.0,1716316819584.0,1716315985216.0,1716316013359.0,,,,,,,,,,,1716316041186.0,,,,,,,1716316068928.0,1716316097784.0,,,,,,1716316389888.0,1716317039353.0,1716316330647.0,1716316845608.0,1716316011230.0,1716316039366.0,,,,,,,,,,,1716316067198.0,,,,,,,1716316094942.0,1716316123800.0,,,,,,1716316819582.0,429694,0.7351582013368085,37291,91044.0,9131.0,4750.28774928775,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,5998.0,4.136844933398747,2.967807192807193,2806.5384615384614,6694.037037037037,2.4153846153846152,,1984.642857142857,,5,6.0,False,2626.0
1429,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,21,0.875,0.9166666666666666,0.8333333333333334,1.0,7,1,6,7,1,7,4,6,1,1,1,7,7,55,56,41,0.6547619047619048,0.6153846153846154,0.5857142857142857,N,7,I used the first words that came to my mind and things I had close to me.,none,none,A little stressed.,the concentration level,"I used the same method as the first time, but I couldn't stop thinking about the story.",5,both,"I used the same method as the first time, but I couldn't stop thinking about the story. I felt intrigued and wanted to know the end.",4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,"While I was playing the word game, my mind focused on that activity, but when I finished, I immediately thought about the story again.",USA,14:02,60-64,F,Right,Y,,Y,,White,1,N,4,6,N,,7.0,,,339677.0,,1716312159047.0,1716312150601.0,1716313585881.0,1716312305037.0,1716312167477.0,1716312191782.0,1716312146969.0,1716313559865.0,1716312191783.0,1716313958800.0,1716314549725.0,1716314220371.0,1716314637817.0,1716313812075.0,1716312534206.0,1716312147143.0,1716312167476,1716312159046,1716313812073,1716312534205,1716312191782,1716312191782,1716312147142,1716313585880,1716312305036,1716314220369,1716314637815,1716314549721,1716314654525,1716313958796,1716313559864,1716312150600,8429,8445,226192,229168,24305,0,173,26015,113253,261569,88090,329350,16708,146721,1025658,3457,1716313611813.0,1716312345205.0,1716313559865.0,1716312220119.0,1716312248172.0,,,,,,,,,,,1716312276105.0,,,,,,,,,,,,,,1716312555283.0,1716313812073.0,1716312534204.0,1716313585879.0,1716312246135.0,1716312274190.0,,,,,,,,,,,1716312302124.0,,,,,,,,,,,,,,1716313559864.0,1004581,0.1823446302000402,51949,60867.0,60867.0,9134.350840336136,,0.0,0.0,7496.0,99389.0,7953.0,0.0,0.0,0.0,2359.0,0.0,14160.0,174095.0,0.0,0.0,58697.0,0.0,1,33,118607.0,1.9883164040026784,2.3801059554256487,7151.642857142857,11117.058823529413,2.127891156462585,1.8,3387.5714285714284,19650.0,5,6.0,False,3092.0
1430,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,23,0.9583333333333334,0.9166666666666666,1.0,1.0,7,3,6,7,4,7,5,5,1,1,1,1,7,51,55,43,0.6071428571428571,0.6043956043956044,0.6142857142857143,N,7,I was mostly typing the things I could see around me because when I tried to think of words I couldn't.,none,none,It was harder to focus because I was thinking about the story.,Are you trying to measure concentration levels after focusing on a story? I'm not really sure.,After I felt like I wanted to use words from the story but that I shouldn't.,6,unintentional,I was trying very hard not to think about it while doing the game but I couldn't help it.,7.0,7.0,3.0,1.0,7.0,7.0,1.0,1.0,3.0,The story was interesting and slightly disturbing. I was drawn into the story and had a hard time re-focusing on the survey. ,USA,11:25,55-59,M,Right,Y,,Y,,White,1,N,2,8,N,,7.0,,,0.0,,1716310534674.0,1716310531396.0,1716311398595.0,1716310641342.0,1716310544877.0,1716310553462.0,1716310526137.0,1716311372581.0,1716310566057.0,1716311653316.0,1716312184634.0,1716311836185.0,1716312236418.0,1716311598007.0,1716310844966.0,1716310526732.0,1716310544876,1716310534671,1716311598005,1716310844965,1716310553460,1716310566055,1716310526729,1716311398593,1716310641341,1716311836182,1716312236415,1716312184630,1716312245322,1716311653315,1716311372578,1716310531393,10202,3275,199410,203623,8583,12593,592,26012,75284,182866,51781,348445,8904,55308,527612,4661,1716311413525.0,1716310663469.0,1716311372581.0,1716310582336.0,1716310612544.0,,,,,,,,,,,,,,,,,,,,,,,,,1716310857795.0,1716311598005.0,1716310844965.0,1716311398592.0,1716310608353.0,1716310638550.0,,,,,,,,,,,,,,,,,,,,,,,,,1716311372578.0,514783,0.7323256758107277,40947,13628.0,13628.0,4139.462906504065,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,9137.0,2.3757151290738245,2.6020574290234024,4498.634146341464,3780.2916666666665,3.7803557312252964,2.5886918878223226,5699.4,2617.909090909091,5,6.0,False,7280.0
1431,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,24,1.0,1.0,1.0,1.0,7,1,5,7,1,7,3,5,1,1,1,4,6,48,49,38,0.5714285714285714,0.5384615384615384,0.5428571428571428,N,7,First word that came to mind ,equal,equal,I didnt like it ,How much you associate reading with activities,After the story it seemed like my words correlated with the story some. ,5,dontknow,"I am not sure, because the game came back unexpectedly. I wanted to know what happened next but my attention was pulled to doing the game. ",5.0,7.0,7.0,4.0,7.0,5.0,1.0,1.0,1.0,I enjoyed the excerpt from the story and wanted to know more about what happened. I feel like it affected how I pictured words for the 2nd game play. ,USA,09:33,35-39,F,Right,Y,,Y,,Black,1,N,5,5,N,,7.0,,,0.0,,1716296566140.0,1716296561355.0,1716297714592.0,1716296692555.0,1716296584919.0,1716296593783.0,1716296559585.0,1716297688565.0,1716296607670.0,1716297975165.0,1716298415861.0,1716298188737.0,1716298465385.0,1716297914799.0,1716296892543.0,1716296559720.0,1716296584915,1716296566136,1716297914792,1716296892541,1716296593779,1716296607667,1716296559718,1716297714589,1716296692553,1716298188730,1716298465379,1716298415801,1716298474310,1716297975151,1716297688562,1716296561350,18775,4781,200200,199986,8860,13884,133,26024,84883,213565,49518,227064,8925,60352,796019,1630,1716297729967.0,1716296711084.0,1716297688565.0,1716296633481.0,1716296662907.0,,,,,,,,,,,,,,,,,,,,,,,,,1716296909502.0,1716297914792.0,1716296892540.0,1716297714589.0,1716296659492.0,1716296688925.0,,,,,,,,,,,,,,,,,,,,,,,,,1716297688562.0,779060,0.6401343393786728,41405,8166.0,8166.0,3310.198709677419,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,18884.0,3.7648756410571154,2.8536111895351026,3695.22,2925.1774193548385,4.434523809523809,3.124920948616601,3715.25,2488.0833333333335,6,6.0,True,4216.0
1432,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,20,0.8333333333333334,0.9166666666666666,0.75,1.0,6,1,5,6,2,6,5,2,1,3,2,3,5,45,47,37,0.5357142857142857,0.5164835164835165,0.5285714285714286,N,6,"Well, I tried to think  ahead a little bit and stick with one topic for a while.  Then I would start panicking.  When I panicked, I would look around the room or think desperately of something I read about or saw today.  I mostly just didn't want to pause too long as I thought that would be bad.  And I tried not to go too long on any subject (e.g. I named maybe 5 animals in a row, but I didn't want to endlessly name animals until I ran out)",meaning,meaning,"I was quite anxious about missing any triangles, and I wondered how many attempts we would get.","That's a great question.  So far, I'm not sure.  At first, I was kind of expecting that we might have to remember as many words as possible from the word chain.  Later, I thought maybe you wanted to see how our words were different after reading such a bleak story.   Maybe some level of testing our recall (there were roughly three questions I couldn't quite remember the correct answer to -- I wonder how that compares to others)","Before, I mostly focused on just keeping words coming without having huge gaps of time in between words.  After the story, I was slightly less worried about coming up with words.  Initially, I just started doing words from the story, and then that branched off.",6,both,"At first, I was kind of explicitly trying to use the story as a jumping off point for the words.  But at some level, little different parts or scenes  of the story sort of popped into my mind on their own.  After a while, I think I was running out of gas with the story and just tried to shift to other topics. But my headspace was still caught up in the atmosphere of the story, I would say.",5.0,7.0,5.0,6.0,5.0,5.0,1.0,1.0,2.0,"I guess the main thing I would say is that my headspace was still caught up in the feeling from the story.  Sort of an ethereal, melancholy headspace.  I quite enjoyed the story and I think subconsciously that my mind didn't want to let go of the experience of the story.  That's the best way I can put it, and hopefully that is the kind of answer you were looking for.  ",USA,15:48,50-54,M,Right,Y,,Y,,White,1,N,4,8,N,,5.0,,"I'm still not quite sure what this whole experience was about.  But one thing I know is that I want to go look up this story (and author, of course) and spend some more time with it.  So, if nothing else, I thank you for that.    Although, I will say I hope there is a debriefing or a little bit more information coming after this screen.  Best wishes on your research",0.0,,1716322444176.0,1716322439726.0,1716323249383.0,1716322547785.0,1716322457255.0,1716322476679.0,1716322436894.0,1716323223334.0,1716322476681.0,1716323511244.0,1716324467211.0,1716323690162.0,1716324528473.0,1716323453192.0,1716322746970.0,1716322437820.0,1716322457250,1716322444170,1716323453186,1716322746965,1716322476675,1716322476680,1716322437815,1716323249381,1716322547781,1716323690146,1716324528466,1716324467172,1716324629640,1716323511233,1716323223330,1716322439721,13074,4444,203803,199180,19420,1,921,26047,71100,178902,61255,777010,101167,58041,476360,1901,1716323272604.0,1716322565399.0,1716323223334.0,1716322489829.0,1716322517790.0,,,,,,,,,,,,,,,,,,,,,,,,,1716322758570.0,1716323453185.0,1716322746963.0,1716323249381.0,1716322515841.0,1716322543806.0,,,,,,,,,,,,,,,,,,,,,,,,,1716323223330.0,464760,0.4768509825575959,49274,5221.0,4571.0,2627.0140977443607,,0.0,0.0,0.0,0.0,3046.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,11448.0,3.4841864710311,1.7119373235460191,2374.1710526315787,2879.8571428571427,5.3339703774486384,2.218050065876153,2160.3076923076924,2834.6,5,6.0,False,3186.0
1433,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,21,0.875,0.8333333333333334,0.9166666666666666,1.0,5,1,6,7,1,3,6,2,1,3,1,3,4,42,43,35,0.5,0.4725274725274725,0.5,N,3,Creative word association- we did this in Acting classes as a warm-up sometimes.,equal,equal,I was a bit shaken and distracted.,The effects of second hand trauma on attention- traumatic exposure can often present as ADD in individuals. ,My mind was in a darker place from what I read. Some small details triggered memories of my own traumas thus the language and word choices were related to those memories.,4,unintentional,"As previously stated, details from the story excerpt I read brought up (triggered) memories of some of my personal traumas. While playing the word chain game I vacillated between my own experiences (traumatic) and the details in excerpt (though less so). As a personal challenge, or skill, I countered the darker words and thoughts with words that reflect where I am now (positive). ",7.0,4.0,2.0,7.0,7.0,7.0,5.0,1.0,2.0,I felt triggered by some details that led me to have post traumatic recall.,USA,12:19,40-44,F,Right,Y,,Y,,White,1,N,4,10,N,,6.0,,I'm very interested in the results of this research. If you have future studies I'd enjoy taking part in them. Best to you-,0.0,,1716306335513.0,1716306331159.0,1716307317823.0,1716306614376.0,1716306484739.0,1716306496247.0,1716306329728.0,1716307291821.0,1716306512639.0,1716307567143.0,1716308343886.0,1716307755261.0,1716308408381.0,1716307519147.0,1716306813824.0,1716306329826.0,1716306484737,1716306335511,1716307519146,1716306813823,1716306496246,1716306512638,1716306329825,1716307317822,1716306614376,1716307755259,1716308408380,1716308343883,1716308470954,1716307567140,1716307291820,1716306331158,149224,4352,201323,199447,11507,16391,97,26001,101737,188116,64494,588622,62573,47993,477996,1332,1716307338859.0,1716306631331.0,1716307291821.0,1716306531497.0,1716306559295.0,,,,,,,,,,,1716306586510.0,,,,,,,,,,,,,,1716306824467.0,1716307519145.0,1716306813823.0,1716307317822.0,1716306557499.0,1716306585297.0,,,,,,,,,,,1716306612512.0,,,,,,,,,,,,,,1716307291820.0,467353,0.6352207131418782,47039,10991.0,10991.0,2760.463353183692,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,6829.0,3.539869678932179,2.8785437601614072,3055.3050847457625,2465.6216216216217,2.7160714285714285,2.987896825396825,2053.230769230769,2291.6153846153848,6,6.0,True,3655.0
1434,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,22,0.9166666666666666,1.0,0.8333333333333334,1.0,7,1,7,7,7,6,5,5,1,3,1,7,7,57,64,43,0.6785714285714286,0.7032967032967034,0.6142857142857143,N,6,"no strategies, just kept my answers in the same category then it would switch",equal,equal,same as the first count,if you could concentrate on how many triangles,"I was looking for a ""hidden"" triangle",2,dontknow,I was just trying to focus on the next word in my head,1.0,1.0,1.0,1.0,7.0,6.0,1.0,1.0,1.0,"just a blank space on certain words, trying not to use the same word",USA,14:27,50-54,F,Right,Y,,Y,,White,1,N,3,1,N,,7.0,,"Good read, this was fun.",0.0,,1716317851151.0,1716317843635.0,1716318834684.0,1716317979485.0,1716317920129.0,1716317932381.0,1716317841670.0,1716318808661.0,1716317932382.0,1716319195081.0,1716319649306.0,1716319444844.0,1716319708387.0,1716319137076.0,1716318174882.0,1716317841823.0,1716317920128,1716317851150,1716319137074,1716318174881,1716317932381,1716317932381,1716317841823,1716318834683,1716317979484,1716319444843,1716319708386,1716319649303,1716319723867,1716319195079,1716318808660,1716317843634,68977,7515,302390,195396,12252,0,153,26022,47102,249762,59080,204459,15480,58003,633778,1811,1716318954867.0,1716317992445.0,1716318808661.0,1716317949371.0,,,,,,,,,,,,,,,,,,,,,,,,,,1716318185309.0,1716319137074.0,1716318174881.0,1716318834683.0,1716317975384.0,,,,,,,,,,,,,,,,,,,,,,,,,,1716318808660.0,623351,0.712808167674082,146207,8727.0,8727.0,2465.5744371822802,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,9908.0,3.1382766607122305,2.9402349127665586,2679.235294117647,2251.9135802469136,4.683364702929921,3.2668498168498163,2430.5,2175.846153846154,5,6.0,False,3428.0
1435,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,24,1.0,1.0,1.0,1.0,7,1,5,7,1,7,6,7,1,1,1,5,7,55,56,43,0.6547619047619048,0.6153846153846154,0.6142857142857143,N,7,"I just allowed my mind to wander from word to word, the first word that popped into my head after the prior, was what I entered.",none,none,"I think it was okay, I have never been good at those types of puzzles as I always second guess myself. ",Memory of the story after completing a task that is drastically different. ,"I felt much more sad after reading the story. Like there was a weight on me. This definitely influenced the words that I used in the second round of the chain game as it was fresh on my mind. So, my thoughts were more doom and gloom than the first round. ",7,unintentional,"Since I was still thinking about the story, my responses naturally went in the direction of the story. It was hard to think of anything else after such a heavy, sad story. It definitely stuck with me and heavily influenced my responses and I was mulling over the events of the story and the progression of events. ",7.0,7.0,7.0,7.0,2.0,4.0,1.0,1.0,1.0,"After reading the story, I noticed a direct change in my emotions which had a huge impact on my second round of the word chain game. I almost felt like I was grieving this person. It gave me a pit in my stomach that still persists right now. Before reading the story, I felt my normal neutral emotions. The story has made me feel sadness and grief, and has also made me contemplative.",USA,10:33,30-34,M,Right,Y,,Y,,White,1,N,2,8,N,,7.0,,This was fun and I have made note of the story title so I can finish it later. ,0.0,,1716299884730.0,1716299877817.0,1716300924348.0,1716300043857.0,1716299921026.0,1716299928145.0,1716299873856.0,1716300898321.0,1716299942818.0,1716301209517.0,1716301974437.0,1716301426791.0,1716302055441.0,1716301135785.0,1716300249340.0,1716299873980.0,1716299921024,1716299884729,1716301135784,1716300249339,1716299928144,1716299942817,1716299873979,1716300924347,1716300043856,1716301426789,1716302055439,1716301974432,1716302111144,1716301209514,1716300898319,1716299877816,36294,6912,211436,205482,7118,14672,123,26026,101038,217272,81002,547641,55703,73729,648979,3836,1716300950058.0,1716300062530.0,1716300898321.0,1716299958017.0,1716299986816.0,,,,,,,,,,,1716300014726.0,,,,,,,,,,,,,,1716300259305.0,1716301135783.0,1716300249339.0,1716300924346.0,1716299984026.0,1716300012826.0,,,,,,,,,,,1716300040734.0,,,,,,,,,,,,,,1716300898319.0,639014,0.6443056572495119,51739,10789.0,9022.0,4282.030391120507,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2358.0,1,0,7272.0,4.233556717881661,2.519519586104952,4220.386363636364,4343.674418604651,4.423429951690822,3.1037465564738294,2761.3333333333335,2397.6666666666665,5,6.0,False,4027.0
